"https://winnipeg.ca/police/press/2021/01jan/2021_01_31.stm"|"January 31, 2021"|"Break & Enters Arrest: C20-299084"|"Stabbing Investigation: C21-23504"|"Stabbing Investigation: C21-24069"|"Stabbing Investigation: C21-24236"|"Suspicious Death Investigation: C21-24453"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_23.aspx"|"June 23, 2019"|"Firearm and Drug Offences – Arrests: C19-142449"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_21.aspx"|"June 21, 2019"|""999", Another First for Winnipeg, Celebrates 60 Years"|"Commercial Robbery – Arrest: C19-140073"|"Firearms – Arrests: C19-138311"|"Firearm – Arrest: C19-140890"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_20.aspx"|"June 20, 2019"|"Fatal Motor Vehicle Collision – Investigation: C19-139836"|"Homicide – Investigation: C19-139485"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_19.aspx"|"June 19, 2019"|"Missing Person – Kassandra Leveque: R19-39551 Located"|"Commercial Break & Enters – Arrest: C19-132827"|"Break & Enters – Arrest: R19-39375"|"Suspicious Death – Investigation: C19-139485"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_18.aspx"|"June 18, 2019"|"Homicide – Investigation Update: C19-137536"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_17.aspx"|"June 17, 2019"|"Homicide – Investigation: C19-137536"|"Weapons (Firearm) - Arrest: C19-137363"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_15.aspx"|"June 15, 2019"|"Homicide Investigation – Arrest: C19-123267"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_12.aspx"|"June 12, 2019"|"Aggravated Assault – Investigation: C19-132704"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_08.aspx"|"June 8, 2019"|"Homicide – Investigation: C19-128782"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_08.aspx"|"June 8, 2019"|"Homicide – Investigation: C19-128782"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_07.aspx"|"June 7, 2019"|"Homicide – Investigation: C19-123494"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_06.aspx"|"June 6, 2019"|"Roberry — Arrest: C19-126376"|"Roberry — Arrest: C19-126975"|"Suspicious Person: C19-126258"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_05.aspx"|"June 5, 2019"|"Fatal Motor Vehicle Collision – Update: C19125447"|"Homicide Investigation – Update: C19-117274"|"Homicide Investigation – Update: C19-115446"|"Suspicious Death Update – Homicide Investigation: C19-123267"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_04.aspx"|"June 4, 2019"|"Missing Person – Eduardo Balaquit: C18-117917"|"Missing Person – Jacqueline Fayant: R19-31946"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_03.aspx"|"June 3, 2019"|"2019 Manitoba Law Enforcement Torch Run"|"Homicide – Update: C19-123494"|"Suspicious Death – Investigation: C19-123267"|"Serious Motor Vehicle Collision – Arrest: C18-270916"|""|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_02.aspx"|"June 2, 2019"|"Assault with a Weapon – Investigation: C19-123479"|"Assault with a Weapon – Investigation: C19-123481"|"Assault with a Weapon – Investigation: C19-123494"|"Robbery – Arrests: C19-122546"|"Homicide – Investigation: C19-123494"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/06Jun/2019_06_01.aspx"|"June 1, 2019"|"Missing Person – Angel Stevenson: C19-121143"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_31.aspx"|"July 31, 2019"|"Missing Person – Samantha Gabriel: C19-161570"|"Homicide – Arrest: C19-63845"|"Commercial Robberies – Arrest: C19-177488"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_30.aspx"|"July 30, 2019"|"Mischief – Arrest: C19-15148"|"Missing Person – James Wesley: C19-177198 - Located"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_29.aspx"|"July 29, 2019"|"2019 Winnipeg Police Service Public Opinion Survey"|"Obtaining Sexual Services for Consideration"|"Motor Vehicle Collision – Investigation: C19-175623"|"Drug Offence – Arrests: C19-174501"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_27.aspx"|"July 27, 2019"|"Firearm – Arrest: C16-56235"|"Firearm and Drugs – Arrest: C19-172965"|"Motor Vehicle Collision: C19-174298"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_26.aspx"|"July 26, 2019"|"Homicide – Arrest: C19-139485"|"MISSING PERSON - Natalia ZEEMEL - R19-48161"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_24.aspx"|"July 24, 2019"|"Missing Person Walter Schellenberg - R19-36793 - Located"|"Sexual Assault Investigation (Arrest): C19-135018"|"Drug Investigation: R19-45781"|"‘Straw Purchase’ – Arrest and Firearms Seizure: R19-44599"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_22.aspx"|"July 21, 2019"|"Winnipeg Police Service 2018 Annual Statistical Report"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_21.aspx"|"July 21, 2019"|"Residential Break & Enter – Arrest: C19-168185"|"Weapons – Arrest: C19-168974"|"Stolen Vehicle/Assault Police Officer – Arrest: C19-168963"|"Shooting – Investigation: C19-168982"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_20.aspx"|"July 20, 2019"|"Weapons – Arrest: C19-167209"|"Traumatic Incident: C19-167750"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_19.aspx"|"July 19, 2019"|"MNP Review of AIR1 Complete"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_18.aspx"|"July 18, 2019"|"Weapon & Drug Offences – Arrests: C19-165712"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_17.aspx"|"July 17, 2019"|"Drugs & Weapons Offences – Arrests: C19-164446"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_16.aspx"|"July 16, 2019"|"Homicide Investigation - Arrest: C19-162551"|"Stabbing – Investigation: C19-164694"|"Stolen Vehicle – Arrest: C19-164782"|"Stolen Vehicle – Arrest: C19-164483"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_15.aspx"|"July 15, 2019"|"Police Involved Motor Vehicle Collision – C162635"|"Homicide – Investigation: C19-162551"|"Drugs – Arrests: R19-45586"|"Shooting: C19-162888"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_12.aspx"|"July 12, 2019"|"Arson – Arrests: C19-158033"|"Weapons – Arrests: C19-159048"|"Drug Offences – Arrests: R19-30250"|"Sexual Assault – Arrest: C1910533"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_11.aspx"|"July 11, 2019"|"Homicide – Thelma Krull: C15-145099"|"Community Notification"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_09.aspx"|"July 9, 2019"|"Animal Cruelty – Arrest: C19-156452"|"Drug Offence – Arrest: C19-157531"|"Stolen Vehicle/Drug Offence – Arrest: C19-158056"|"Community Notification"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_08.aspx"|"July 8, 2019"|"Assault/Disarm Police Officer – Arrest: C19-156713"|"Shooting – Investigation: C19-157174"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_05.aspx"|"July 5, 2019"|"Homicide – Investigation: C19-117274"|"Homicide Investigation – Update: C19-139485"|"MISSING PERSON – BARBARA PAUL: R19-40339"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_04.aspx"|"July 4, 2019"|"Fatal MVC – Arrest: C18-193960"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_03.aspx"|"July 3, 2019"|"Project Return"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/07jul/2019_07_02.aspx"|"July 2, 2019"|"Procuring for Sexual Services – Arrest: R19-42506"|"Shooting – Investigation: C19-149484"|"Assault with a Weapon – Investigation: C19-149560"|"Robbery – Arrests: C19-150782"|"Attempt Murder – Arrest: C19-150163"|"Assault with a Weapon – Investigation: C19-150378"|"Assault with a Weapon – Arrest: C19-150404"|"Shooting – Investigation: C19-150440"|"Aggravated Assault – Arrest: C19-150874"|"Weapon – Arrest: C19-151180"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_30.aspx"|"August 30, 2019"|"Male Wanted — Public Assistance Requested"|"Homicide – Update: C19-198507"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_29.aspx"|"August 29, 2019"|"Assault With a Weapon – Arrest: C19-202132"|"Public Advisory – Turning in Firearms"|"Fatal Motor Vehicle Collision — Investigation: C19-202358"|"Bitcoin Scam Warning"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_28.aspx"|"August 28, 2019"|"MISSING PERSON – MADISON PONACE : R19-56417"|"Drugs/Firearms – Arrests: C19-198090"|"Drugs – Arrest: R19-49540"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_27.aspx"|"August 27, 2019"|"Homicide – Update/Public Assistance Requested: C19-196999"|"Homicide – Update: C19-198507"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_26.aspx"|"August 26, 2019"|"Motor Vehicle Collision – Public Assistance Requested: C19-185504"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_25.aspx"|"August 25, 2019"|"Homicide – Investigation: C19-198507"|"Firearms – Investigation/Arrests: C19-197670"|"Firearms – Arrest: C19-198717"|"Robbery/Firearm – Arrests: C19-195693"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_23.aspx"|"August 23, 2019"|"Homicide Investigation : C19-196999"|"Sexual Assault – Investigation: C19-182400"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_22.aspx"|"August 22, 2019"|"Weapons – Arrest: C19-196156"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_21.aspx"|"August 21, 2019"|"Fatal Motor Vehicle Collision – Arrest: C19-7840"|"Commercial Robbery – Arrest: C19-195058"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_20.aspx"|"August 20, 2019"|"Missing Person - Rylee PIERCE: R19-54183"|"Homicide – Update: C19-192164"|"Commercial Robbery – Arrests: C19-192247"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_17.aspx"|"August 17, 2019"|"Aggravated Assault – Investigation: C19-192164"|"Break & Enter – Investigation: C19-192230"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_16.aspx"|"August 16, 2019"|"Drug — Arrest: R190042661"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_15.aspx"|"August 15, 2019"|"Break & Enter/Drug Offence – Arrest: C19-189887"|"Stolen Vehicle/Drug Offence – Arrest: C19-190207"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_14.aspx"|"August 14, 2019"|"Pickpocket Fraud – Public Advisory"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_12.aspx"|"August 12, 2019"|"Public Assistance Required: C19-176396"|"Missing Person – Cynthia Parisian – Update: R19-13061"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_07.aspx"|"August 07, 2019"|"Buy and Sell Exchange Zones Identified"|"Motor Vehicle Collision – Update/Investigation: C19-178307"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_06.aspx"|"August 06, 2019"|"Homicide – Arrest: C19-112946"|"Attempt Murder – Arrest: C19-176910"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_04.aspx"|"August 04, 2019"|"Community Notification — High-Risk Sex Offender"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_03.aspx"|"August 03, 2019"|"Motor Vehicle Collision – Update: C19-178760"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/08Aug/2019_08_01.aspx"|"August 01, 2019"|"Community Notification — High-Risk Sex Offender"|"Motor Vehicle Collision – Investigation: C19-178307"|"Motor Vehicle Collision – Investigation: C19-178760"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_30.aspx"|"September 30, 2019"|"Motor Vehicle Collision – Investigation: C19-229538"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_28.aspx"|"September 28, 2019"|"Motor Vehicle Collision – Investigation: C19-228088"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_27.aspx"|"September 27, 2019"|"Project Guardian: Working with the Community to Combat Property Crime"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_25.aspx"|"September 25, 2019"|"PROJECT RETURN"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_24.aspx"|"September 24, 2019"|"Motor Vehicle Collision – Investigation: C19-224401"|"Serious Motor Vehicle Collision – Investigation: C19-107401"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_23.aspx"|"September 23, 2019"|"Homicide Investigation - Update: C19-223056"|"Shots fired - C19-222559"|"Firearm seen/Shots fired - C19-222534"|"Assault with a weapon- C19-224275"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_22.aspx"|"September 22, 2019"|"Homicide – Investigation: C19-223056"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_21.aspx"|"September 21, 2019"|"Silver Alert – James Kirkhope – Located: C19-221896"|"Missing Person – Jenessa Ross – Located: R19-61731"|"Weapon/Carjacking – Arrests: C19-221571 & C19-221644"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_19.aspx"|"September 19, 2019"|"Theft – Arrest: R19-58627"|"Robberies – Arrest: C19-201515"|"Robbery – Arrests: C19-220422"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_17.aspx"|"September 17, 2019"|"Robbery — Arrest: C19-217776"|"Carjacking – Investigation: C19-218825"|"Gun Incident – Arrest: C19-218817"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_14.aspx"|"September 14, 2019"|"Robbery – Public Assistance Requested: C19-200156"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_13.aspx"|"September 13, 2019"|"Virtual Police Response Pilot Project"|"Online Dating Site Sexual Assaults - Public Safety Advisory"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_12.aspx"|"September 12, 2019"|"Community Notification — High-Risk Sex Offender"|"Shooting – Investigation: C19-214377"|"Attempted Abduction – Investigation: C19-213786"|"Fraud – Arrest: R19-52816"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_11.aspx"|"September 11, 2019"|"Motor Vehicle Collision – Investigation: C19-213196"|"Motor Vehicle Collision – Investigation: C19-213565"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_10.aspx"|"September 10, 2019"|"High-Risk Sex Offender – Warrant of Arrest: Public Assistance"|"Flight While Pursued by Police — Arrest: C19-211848"|"MISSING PERSON – MIRANDA BELLE: R19-56450"|"Assault with a Weapon — Arrests: C19-212524"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_09.aspx"|"September 9, 2019"|"Robbery – Arrest: R19-60033"|"Weapons – Investigation: C19-211365"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_06.aspx"|"September 6, 2019"|"MISSING PERSONS – Lily BAPTISTE & Kashis DUCHARME C190209113"|"PROJECT GUARDIAN"|"Strongarm Robbery – Arrests: C19-207862"|"Arson – Arrest: C19-208868"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_05.aspx"|"September 5, 2019"|"MISSING PERSON – ADRIAN DORION: R19-53146"|"Firearm/Assault – Arrests: C19-161954 & C19-171770"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_04.aspx"|"September 4, 2019"|"Assault with a Weapon — Arrests: C19-206248"|"Identity Theft — Arrest: C19-206732"|"Identity Theft — Arrests: C19-206585"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_03.aspx"|"September 3, 2019"|"Break and Enter — Arrest: C19-206545"|"Drugs — Arrests: C19-206097"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/09Sep/2019_09_02.aspx"|"September 2, 2019"|"Homicide – Arrest: C19-196999"|"Homicide – Arrests: C19-198507"|"Robbery – Arrests: C19-205227"|"Break & Enter – Arrest: C19-203720"|"Assault Peace Officer – Arrest: C19-204177"|"Assault Peace Officer – Arrest: C19-203766"|"Assault – Arrest: C19-204709"|"Assault – Arrest: C19-203748"|"Robbery – Investigation: C19-203827"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/10oct/2019_10_31.aspx"|"October 31, 2019"|"Attempt Murder – Update/Arrest: C19-255700"|"Break & Enters – Arrests: C19-123525"|"Robbery – Investigation: C19-256622"|"Homicide – Investigation: C19-256738"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/10oct/2019_10_30.aspx"|"October 30, 2019"|"Firearms Investigation – Arrest: R19-55398"|"Winnipeg Police Service and Winnipeg Fire Paramedic Service Halloween Safety Tips"|"Assault with a Weapon – Investigation: C19-255700"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/10oct/2019_10_29.aspx"|"October 29, 2019"|"Homicide – Arrests: C19-253306"|"Missing Person/Parental Abduction – Update: R19-2770"|"Missing Person – Precious Keeper: R19-64999"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/10oct/2019_10_28.aspx"|"October 28, 2019"|"Homicide – Investigation: C19-253440"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
"https://winnipeg.ca/police/press/2019/10oct/2019_10_27.aspx"|"October 27, 2019"|"Homicide – Investigation: C19-253306"|"Homicide – Investigation: C19-253440"|"Shooting – Investigation: C19-253725"|"Was this information helpful?"|"How can we make this web page better?"|"Ces renseignements sont-ils utiles?"|"Comment pourrait-on améliorer cette page Web?"
